900.00000,5.00000,5.16692,0.00000,0.02018
901.00000,8.00000,6.53412,0.00000,0.01941
902.00000,4.00000,3.94879,0.00000,0.02096
903.00000,7.00000,6.22560,0.00000,0.01956
904.00000,5.00000,4.32350,0.00000,0.02083
905.00000,4.00000,4.15691,0.00000,0.02076
906.00000,4.00000,4.59696,1.00000,1.02830
907.00000,3.00000,3.21710,0.00000,0.02165
908.00000,4.00000,3.95744,0.00000,0.02095
909.00000,5.00000,4.49504,0.00000,0.02068
910.00000,5.00000,5.07326,0.00000,0.02019
911.00000,4.00000,3.94168,0.00000,0.02097
912.00000,5.00000,4.78160,0.00000,0.02051
913.00000,4.00000,4.45209,1.00000,1.06933
914.00000,2.00000,2.41731,1.00000,1.06735
915.00000,5.00000,4.38307,0.00000,0.02083
916.00000,7.00000,6.04819,0.00000,0.01969
917.00000,3.00000,3.33868,1.00000,1.23539
918.00000,3.00000,2.89068,0.00000,0.02196
919.00000,6.00000,5.57587,0.00000,0.02000
920.00000,6.00000,4.73894,0.00000,0.02032
921.00000,4.00000,4.11653,0.00000,0.02082
922.00000,5.00000,4.53253,0.00000,0.02041
923.00000,5.00000,4.86458,0.00000,0.02041
924.00000,2.00000,2.43288,1.00000,0.89742
925.00000,4.00000,3.72571,1.00000,0.87376
926.00000,4.00000,4.56353,0.00000,0.02055
927.00000,5.00000,4.37146,0.00000,0.02062
928.00000,3.00000,3.24492,0.00000,0.02163
929.00000,6.00000,5.69757,0.00000,0.01998
930.00000,1.00000,1.98914,1.00000,1.05762
931.00000,4.00000,3.64044,0.00000,0.02125
932.00000,3.00000,3.10741,0.00000,0.02176
933.00000,5.00000,4.78218,0.00000,0.02055
934.00000,3.00000,3.15319,0.00000,0.02171
935.00000,3.00000,3.65827,0.00000,0.02124
936.00000,4.00000,3.52136,0.00000,0.02136
937.00000,5.00000,4.28957,0.00000,0.02078
938.00000,7.00000,6.85491,0.00000,0.01921
939.00000,6.00000,5.00102,1.00000,1.24861
940.00000,5.00000,4.11076,0.00000,0.02101
941.00000,4.00000,3.50818,0.00000,0.02138
942.00000,5.00000,5.18593,0.00000,0.02005
943.00000,3.00000,3.08571,0.00000,0.02178
944.00000,5.00000,4.45569,0.00000,0.65977
945.00000,5.00000,4.33832,0.00000,0.02067
946.00000,8.00000,5.77547,0.00000,0.01977
947.00000,3.00000,3.10631,0.00000,0.02176
948.00000,3.00000,2.90931,0.00000,0.02194
949.00000,6.00000,5.94512,0.00000,0.01977
950.00000,5.00000,4.59140,0.00000,0.02047
951.00000,4.00000,3.54250,0.00000,0.02134
952.00000,3.00000,3.55399,0.00000,0.02133
953.00000,2.00000,2.79538,0.00000,0.02205
954.00000,5.00000,4.69846,0.00000,0.02034
955.00000,6.00000,5.65385,0.00000,0.01996
956.00000,4.00000,3.39681,0.00000,0.02152
957.00000,5.00000,4.53084,0.00000,0.02041
958.00000,3.00000,3.17049,0.00000,0.02170
959.00000,6.00000,5.74745,1.00000,1.04105
960.00000,4.00000,3.95273,0.00000,0.02096
961.00000,6.00000,5.52868,1.00000,1.21597
962.00000,3.00000,3.46554,0.00000,0.02142
963.00000,5.00000,4.28108,0.00000,0.02081
964.00000,4.00000,3.42643,1.00000,0.91251
965.00000,2.00000,3.15365,0.00000,0.02171
966.00000,5.00000,4.48041,0.00000,0.02054
967.00000,6.00000,6.29799,0.00000,0.01948
968.00000,6.00000,4.12847,0.00000,0.02079
969.00000,7.00000,6.45281,0.00000,0.01944
970.00000,2.00000,2.30643,0.00000,0.02251
971.00000,5.00000,4.71265,0.00000,0.02049
972.00000,7.00000,6.59596,0.00000,0.01939
973.00000,9.00000,7.58167,0.00000,0.01880
974.00000,6.00000,5.22526,0.00000,0.02005
975.00000,5.00000,4.81470,0.00000,0.02056
976.00000,4.00000,4.13252,0.00000,0.02079
977.00000,4.00000,3.83583,0.00000,0.02107
978.00000,3.00000,3.47279,0.00000,0.02141
979.00000,3.00000,3.61295,1.00000,1.02047
980.00000,5.00000,4.60565,0.00000,0.02059
981.00000,5.00000,4.63516,1.00000,1.32792
982.00000,2.00000,2.20744,0.00000,0.02261
983.00000,3.00000,3.67588,0.00000,0.02118
984.00000,5.00000,4.76053,0.00000,0.02042
985.00000,3.00000,3.24828,2.00000,1.23547
986.00000,4.00000,3.05601,0.00000,0.06165
987.00000,7.00000,5.97175,0.00000,0.01973
988.00000,3.00000,3.31190,0.00000,0.02162
989.00000,4.00000,3.58075,0.00000,0.02131
990.00000,6.00000,4.16140,0.00000,0.02076
991.00000,2.00000,2.45468,0.00000,0.02237
992.00000,4.00000,3.87284,0.00000,0.02103
993.00000,5.00000,4.28470,0.00000,0.02083
994.00000,4.00000,4.02089,0.00000,0.02089
995.00000,3.00000,3.60228,1.00000,1.23436
996.00000,4.00000,3.69335,0.00000,0.02120
997.00000,8.00000,5.36227,0.00000,0.02002
998.00000,4.00000,4.36255,0.00000,0.02077
999.00000,6.00000,5.24668,0.00000,0.02001
